fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger ett skidskyttegevär mer eller mindre än en tennisracket?;Skidskyttegevär;Tennisracket;4500;300;gram;Hur många gram skiljer det?
Är en vilopaus i boxning längre eller kortare än en boxningsrond?;Vilopaus;Boxningsrond;1;3;minuter;Hur många minuter skiljer det?
Studsar en gymnast på trampolin högre eller lägre upp än vad ett basketmål sitter?;Trampolinstuds;Basketmål;8;3,05;meter;Hur många meter skiljer det?
Väger en fotbollssko mer eller mindre än en bowlingkägla?;Fotbollssko;Bowlingkägla;200;1530;gram;Hur många gram skiljer det?
Springer en gepard fortare eller långsammare än en sprinter i 100 meter?;Gepard;Sprinter;110;37;km/h;Hur många km/h skiljer det?
Är en golfklubba längre eller kortare än en längdskidåkares stav?;Golfklubba;Skidstav;115;160;centimeter;Hur många centimeter skiljer det?
Väger en stötkula för herrar mer eller mindre än en bowlingkägla?;Stötkula;Bowlingkägla;7260;1530;gram;Hur många gram skiljer det?
Är ett bordtennisbord längre eller kortare än en badmintonbana?;Bordtennisbord;Badmintonbana;2,74;13,4;meter;Hur många meter skiljer det?
Är ett tennisnät bredare eller smalare än ett badmintonnät?;Tennisnät;Badmintonnät;12,8;6,1;meter;Hur många meter skiljer det?
Bränner en timmes bowling fler eller färre kalorier än en timmes skidåkning?;Bowling;Skidåkning;220;600;kalorier;Hur många kalorier skiljer det?
Bränner en timmes boxning fler eller färre kalorier än en timmes ridning?;Boxning;Ridning;800;350;kalorier;Hur många kalorier skiljer det?
Bränner en timmes cykling fler eller färre kalorier än en timmes promenad?;Cykling;Promenad;500;300;kalorier;Hur många kalorier skiljer det?
Är luften på en golfbana en sommardag varmare eller svalare än inne i en ishall?;Golfbana;Ishall;22;6;°C;Hur många grader skiljer det?
Är isen i en ishockeyrink kallare eller varmare än vattnet i en tävlingsbassäng?;Ishockeyis;Tävlingsbassäng;−6;27;°C;Hur många grader skiljer det?
Är det fler eller färre hål på en full golfbana än rutor längs en sida på ett schackbräde?;Golfhål;Schackbrädessida;18;8;antal;Hur många skiljer det?
Är det fler eller färre spelare i ett basketlag på planen än i ett vattenpololag?;Basketlag;Vattenpololag;5;7;antal;Hur många skiljer det?
Är det fler eller färre ringar i en olympisk flagga än hål på en golfbana?;Olympiska ringar;Golfhål;5;18;antal;Hur många skiljer det?
Flyger ett spjut i ett långt kast längre eller kortare än en diskus i ett långt kast?;Spjutkast;Diskuskast;98;74;meter;Hur många meter skiljer det?
Är en hoppbacke i backhoppning högre eller lägre än ett tiovåningshus?;Hoppbacke;Tiovåningshus;120;30;meter;Hur många meter skiljer det?
Är ett varv på en löparbana längre eller kortare än en simbassäng i OS?;Löparbana;Simbassäng;400;50;meter;Hur många meter skiljer det?
Är en cykel i landsvägslopp lättare eller tyngre än en motocrossmotorcykel?;Tävlingscykel;Motocrossmotorcykel;7;100;kilo;Hur många kilo skiljer det?
Är en frisbee i discgolf större eller mindre i diameter än en golfboll?;Discgolffrisbee;Golfboll;21;4,3;centimeter;Hur många centimeter skiljer det?
Är ett par längdskidor längre eller kortare än en backhoppares skidor?;Längdskidor;Hoppskidor;200;260;centimeter;Hur många centimeter skiljer det?
Är en tennisbana längre eller kortare än en handbollsplan?;Tennisbana;Handbollsplan;23,77;40;meter;Hur många meter skiljer det?
Väger en cykelhjälm mer eller mindre än ett par fotbollsskor?;Cykelhjälm;Fotbollsskor;300;400;gram;Hur många gram skiljer det?
Väger en rugbyboll mer eller mindre än en fotboll?;Rugbyboll;Fotboll;450;430;gram;Hur många gram skiljer det?
Är ett maratonlopp längre eller kortare än ett halvmaraton?;Maraton;Halvmaraton;42;21;kilometer;Hur många kilometer skiljer det?
Väger en volleyboll mer eller mindre än en handboll?;Volleyboll;Handboll;270;450;gram;Hur många gram skiljer det?
Är en volleybollplan längre eller kortare än en badmintonbana?;Volleybollplan;Badmintonbana;18;13,4;meter;Hur många meter skiljer det?
Är en biljardboll större eller mindre i diameter än en squashboll?;Biljardboll;Squashboll;5,7;4;centimeter;Hur många centimeter skiljer det?
Är en simbassäng i OS bredare eller längre, alltså är bredden mer eller mindre än längden?;Bassängens bredd;Bassängens längd;25;50;meter;Hur många meter skiljer det?
Sitter en basketkorg högre eller lägre än en dartavlas mitt?;Basketkorg;Dartavla;3,05;1,73;meter;Hur många meter skiljer det?
Är en ishockeyrink längre eller kortare än en fotbollsplan?;Ishockeyrink;Fotbollsplan;60;105;meter;Hur många meter skiljer det?
Väger en boulekula mer eller mindre än en biljardboll?;Boulekula;Biljardboll;700;170;gram;Hur många gram skiljer det?
Är ett halvmaraton längre eller kortare än ett tiokilometerslopp?;Halvmaraton;Tiokilometerslopp;21;10;kilometer;Hur många kilometer skiljer det?
Är en basketplan längre eller kortare än en boxningsring är bred?;Basketplan;Boxningsring;28;6,1;meter;Hur många meter skiljer det?
Är ett basebollträ längre eller kortare än en stafettpinne?;Basebollträ;Stafettpinne;84;28;centimeter;Hur många centimeter skiljer det?
Är en etapp i Tour de France längre eller kortare än ett maratonlopp?;Touretapp;Maraton;200;42;kilometer;Hur många kilometer skiljer det?
Är ett tennisnät högre eller lägre än ett bordtennisnät?;Tennisnät;Bordtennisnät;91,4;15,25;centimeter;Hur många centimeter skiljer det?
Är ett varv på en galoppbana längre eller kortare än ett varv på en löparbana?;Galoppbana;Löparbana;2400;400;meter;Hur många meter skiljer det?
Är en stavhoppsstav längre eller kortare än ett par längdskidor?;Stavhoppsstav;Längdskidor;5,2;2;meter;Hur många meter skiljer det?
Är en surfingbräda längre eller kortare än en snowboard?;Surfingbräda;Snowboard;2,7;1,5;meter;Hur många meter skiljer det?
Sitter en basketkorg högre eller lägre än ett bordtennisbord är högt?;Basketkorg;Bordtennisbord;3,05;0,76;meter;Hur många meter skiljer det?
Väger en boxningssäck mer eller mindre än en boxningshandske?;Boxningssäck;Boxningshandske;30000;280;gram;Hur många gram skiljer det?
Är en bobsleighbana längre eller kortare än ett hundrameterslopp?;Bobsleighbana;Hundrameterslopp;1500;100;meter;Hur många meter skiljer det?
Flyger ett spjut i ett långt kast längre eller kortare än en kula i kulstötning?;Spjutkast;Kulstötning;98;23;meter;Hur många meter skiljer det?
Är hela Tour de France-loppet längre eller kortare än ett maratonlopp?;Tour de France;Maraton;3400;42;kilometer;Hur många kilometer skiljer det?
Är en ishockeyklubba längre eller kortare i diameter än en ishockeypuck?;Ishockeyklubba;Ishockeypuck;190;7,6;centimeter;Hur många centimeter skiljer det?
Är ett tiotusenmeterslopp längre eller kortare än ett hundrameterslopp?;Tiotusenmeterslopp;Hundrameterslopp;10000;100;meter;Hur många meter skiljer det?
Är Vasaloppet längre eller kortare än ett maratonlopp?;Vasaloppet;Maraton;90;42;kilometer;Hur många kilometer skiljer det?
Flyger en slägga i ett långt kast längre eller kortare än ett höjdhoppsrekord är högt?;Släggkast;Höjdhopp;86,74;2,45;meter;Hur många meter skiljer det?
Är kokande vatten varmare eller kallare än vatten som fryser till is?;Kokande vatten;Vatten som fryser till is;100;0;°C;Hur många grader skiljer det?
Är snödjupet i Malmö en vanlig vinter större eller mindre än rekordsnödjupet uppe i fjällen?;Malmö en vanlig vinter;Rekordsnödjup i fjällen;5;327;centimeter;Hur många centimeter skiljer det?
Blåser det mer eller mindre i den kraftigaste uppmätta vindbyn än en lätt sommarbris?;Kraftigaste uppmätta vindbyn;Lätt sommarbris;290;10;km/h;Hur många km/h skiljer det?
Är ett vanligt hagelkorn större eller mindre än det största hagelkornet som uppmätts?;Vanligt hagelkorn;Största uppmätta hagelkornet;0,5;20;centimeter;Hur många centimeter skiljer det?
Regnar det fler eller färre dagar om året i regnskogen än i öknen?;Regnskogen;Öknen;250;10;dagar;Hur många dagar skiljer det?
Faller det mer eller mindre regn på ett år i Stockholm än i Cherrapunji i Indien?;Stockholm;Cherrapunji i Indien;547;11700;millimeter;Hur många millimeter skiljer det?
Blåser det mer eller mindre i en orkan än i en kraftig blåst en höstdag?;Orkan;Kraftig blåst en höstdag;250;25;km/h;Hur många km/h skiljer det?
Lyser solen fler eller färre timmar om året i regniga Bergen än i Sahara?;Bergen;Sahara;1100;4300;timmar;Hur många timmar skiljer det?
Faller det mer eller mindre regn på ett år i Bergen än i Malmö?;Bergen;Malmö;2500;600;millimeter;Hur många millimeter skiljer det?
Är snödjupet en vanlig vinter större eller mindre i Stockholm än i Kiruna?;Stockholm;Kiruna;15;80;centimeter;Hur många centimeter skiljer det?
Är det varmare eller kallare under en svensk värmebölja än en vanlig vårdag?;Svensk värmebölja;Vanlig vårdag;35;12;°C;Hur många grader skiljer det?
Blåser det mer eller mindre vid en svag vind än vid kuling?;Svag vind;Kuling;12;60;km/h;Hur många km/h skiljer det?
Är det varmare eller kallare en sommardag i Sverige än i en bastu?;Svensk sommardag;Bastu;25;90;°C;Hur många grader skiljer det?
Är snödjupet en vanlig vinter större eller mindre i Östersund än i Göteborg?;Östersund;Göteborg;60;12;centimeter;Hur många centimeter skiljer det?
Är det varmare eller kallare i Sahara på natten än mitt på dagen?;Sahara på natten;Sahara mitt på dagen;10;45;°C;Hur många grader skiljer det?
Lyser solen fler eller färre timmar om året på Gran Canaria än i Reykjavik?;Gran Canaria;Reykjavik;2830;1250;timmar;Hur många timmar skiljer det?
Blåser det mer eller mindre en vanlig blåsig dag än under en höststorm?;Vanlig blåsig dag;Höststorm;30;130;km/h;Hur många km/h skiljer det?
Lyser solen fler eller färre timmar om året i soliga Spanien än i Sverige?;Spanien;Sverige;2800;1800;timmar;Hur många timmar skiljer det?
Faller det mer eller mindre regn på ett år i Uppsala än i Göteborg?;Uppsala;Göteborg;560;776;millimeter;Hur många millimeter skiljer det?
Är det varmare eller kallare i juli i Malmö än i Kiruna?;Malmö i juli;Kiruna i juli;18;13;°C;Hur många grader skiljer det?
Blåser det mer eller mindre en blåsig dag än en lugn dag?;Blåsig dag;Lugn dag;40;18;km/h;Hur många km/h skiljer det?
Regnar det fler eller färre dagar om året i London än i Stockholm?;London;Stockholm;109;170;dagar;Hur många dagar skiljer det?
Är det varmare eller kallare i juli i Stockholm än i Kiruna?;Stockholm i juli;Kiruna i juli;18;13;°C;Hur många grader skiljer det?
Lyser solen fler eller färre timmar om året i Malmö än i Göteborg?;Malmö;Göteborg;1850;1700;timmar;Hur många timmar skiljer det?
Blåser det mer eller mindre vid frisk vind än vid hård vind?;Frisk vind;Hård vind;35;55;km/h;Hur många km/h skiljer det?
Är det varmare eller kallare en frostig höstmorgon än en mild höstdag?;Frostig höstmorgon;Mild höstdag;3;12;°C;Hur många grader skiljer det?
Är en vanlig istapp längre eller kortare än en riktigt stor istapp på ett hustak?;Vanlig istapp;Riktigt stor istapp;25;100;centimeter;Hur många centimeter skiljer det?
Blåser det mer eller mindre i en frisk vind än i en kraftig storm?;Frisk vind;Kraftig storm;40;110;km/h;Hur många km/h skiljer det?
Faller det mer eller mindre regn i ett kraftigt skyfall på en timme än vid ett måttligt regn?;Kraftigt skyfall;Måttligt regn;40;18;millimeter;Hur många millimeter skiljer det?
Är ett vanligt snödjup på vintern större eller mindre än det djupaste snödjup som uppmätts?;Vanligt snödjup på vintern;Djupaste uppmätta snödjupet;40;1146;centimeter;Hur många centimeter skiljer det?
Ligger ett tunt slöjmoln högre eller lägre upp i luften än ett vanligt regnmoln?;Slöjmoln;Vanligt regnmoln;9000;2000;meter;Hur många meter skiljer det?
Är ett vanligt hagelkorn tyngre eller lättare än det tyngsta hagelkorn som vägts?;Vanligt hagelkorn;Tyngsta uppmätta hagelkornet;1;1000;gram;Hur många gram skiljer det?
Är det varmare eller kallare en het sommardag än en sval kväll?;Het sommardag;Sval kväll;30;14;°C;Hur många grader skiljer det?
Är det varmare eller kallare på den varmaste plats som uppmätts på jorden än en het bastu?;Varmaste uppmätta platsen;Het bastu;57;90;°C;Hur många grader skiljer det?
Lyser solen fler eller färre timmar en kort vinterdag än en lång sommardag?;Kort vinterdag;Lång sommardag;6;18;timmar;Hur många timmar skiljer det?
Är det varmare eller kallare i ett varmt sommarregn än i ett kallt höstregn?;Varmt sommarregn;Kallt höstregn;20;9;°C;Hur många grader skiljer det?
Är det varmare eller kallare på solens yta än inuti en blixt?;Solens yta;Blixt;5500;30000;°C;Hur många grader skiljer det?
Blåser det mer eller mindre i en kraftig tromb än i en frisk kuling?;Kraftig tromb;Frisk kuling;180;55;km/h;Hur många km/h skiljer det?
Når ett lågt stackmoln högre eller lägre upp i luften än ett högt åskmoln?;Lågt stackmoln;Högt åskmoln;4000;12000;meter;Hur många meter skiljer det?
Faller det mer eller mindre snö i en kraftig snöstorm på ett dygn än vid ett vanligt snöfall?;Kraftig snöstorm;Vanligt snöfall;50;18;centimeter;Hur många centimeter skiljer det?
Är det varmare eller kallare en kylig regnig dag än en varm soldag?;Kylig regnig dag;Varm soldag;9;26;°C;Hur många grader skiljer det?
Pågår den längsta regnperiod som uppmätts fler eller färre dagar i sträck än en vanlig regnig vecka?;Längsta uppmätta regnperioden;Vanlig regnig vecka;331;5;dagar;Hur många dagar skiljer det?
Ser man längre eller kortare en klar dag än i tjock dimma?;Klar dag;Tjock dimma;20000;50;meter;Hur många meter skiljer det?
Slår blixten ner fler eller färre gånger på jorden på en dag än på en hel timme?;På en dag;På en timme;8000000;333000;antal;Hur många blixtnedslag skiljer det?
Är det varmare eller kallare på en het ökendag än under en mild svensk sommardag?;Het ökendag;Mild svensk sommardag;48;22;°C;Hur många grader skiljer det?
Blåser det mer eller mindre i en kraftig storm än i den starkaste vindby som uppmätts på jorden?;Kraftig storm;Starkaste uppmätta vindbyn;110;408;km/h;Hur många km/h skiljer det?
Är en vanlig snöflinga bredare eller smalare än den största snöflinga som uppmätts?;Vanlig snöflinga;Största uppmätta snöflingan;1;38;centimeter;Hur många centimeter skiljer det?
Är ett vanligt ärtstort hagelkorn större eller mindre än det största hagelkorn som någonsin uppmätts?;Vanligt ärtstort hagel;Största uppmätta hagelkornet;1;20;centimeter;Hur många centimeter skiljer det?
Sträcker sig den längsta blixt som uppmätts längre eller kortare än en vanlig blixt på himlen?;Längsta uppmätta blixten;Vanlig blixt;768;5;kilometer;Hur många kilometer skiljer det?
Faller det mer eller mindre snö vid ett vanligt snöfall på en dag än ett rekorddygn?;Vanligt snöfall på en dag;Snörekord på ett dygn;8;192;centimeter;Hur många centimeter skiljer det?
Är det varmare eller kallare en het svensk sommardag än på jordens hetaste uppmätta plats?;Het svensk sommardag;Hetaste uppmätta platsen;28;57;°C;Hur många grader skiljer det?
Når ett högt åskmoln högre eller lägre upp i luften än ett vanligt vackervädersmoln?;Högt åskmoln;Vanligt vackerväders-moln;12000;3500;meter;Hur många meter skiljer det?
Blåser det mer eller mindre i en kraftig tromb än i en frisk vind?;Kraftig tromb;Frisk vind;150;45;km/h;Hur många km/h skiljer det?
Är ett vanligt regnhagel större eller mindre än ett knytnävsstort hagel?;Vanligt regnhagel;Knytnävsstort hagel;1;9;centimeter;Hur många centimeter skiljer det?
Blåser det mer eller mindre i en tornado än i en orkan?;Tornado;Orkan;480;250;km/h;Hur många km/h skiljer det?
Lyser solen fler eller färre timmar om året i regniga Tromsö än i soliga Aten?;Tromsö;Aten;1200;2770;timmar;Hur många timmar skiljer det?
Faller det mer eller mindre regn på ett år i världens regnigaste by än i världens torraste öken?;Världens regnigaste by;Världens torraste öken;11800;1;millimeter;Hur många millimeter skiljer det?
Är det varmare eller kallare en kvav sommardag i Aten än en het sommardag i Rom?;Aten en kvav sommardag;Rom en het sommardag;34;30;°C;Hur många grader skiljer det?
Blåser det mer eller mindre i en lätt bris än i en frisk bris?;Lätt bris;Frisk bris;15;30;km/h;Hur många km/h skiljer det?
Är temperaturen i en blixt högre eller lägre än temperaturen på en het sommardag?;Blixt;Het sommardag;30000;30;°C;Hur många grader skiljer det?
Faller det mer eller mindre regn under ett kraftigt åskskur på en timme än under ett lätt duggregn på en timme?;Kraftigt åskskur;Lätt duggregn;30;1;millimeter;Hur många millimeter skiljer det?
Är luften varmare eller kallare en mild vinterdag i Spanien än en frostig vintermorgon i Sverige?;Mild vinterdag i Spanien;Frostig vintermorgon i Sverige;15;1;°C;Hur många grader skiljer det?
Ser man längre eller kortare bort en klar solig dag än i ett lätt dis?;Klar solig dag;Lätt dis;30000;8000;meter;Hur många meter skiljer det?
Är snödjupet en vanlig vinter i Spanien större eller mindre än i norra Norge?;Spanien en vanlig vinter;Norra Norge en vanlig vinter;2;90;centimeter;Hur många centimeter skiljer det?
Blåser det mer eller mindre i en lätt bris än i en frisk kuling?;Lätt bris;Frisk kuling;15;65;km/h;Hur många km/h skiljer det?
Lyser solen fler eller färre timmar en sommardag i norra Sverige än en vinterdag i norra Sverige?;Sommardag i norra Sverige;Vinterdag i norra Sverige;20;4;timmar;Hur många timmar skiljer det?
Är det varmare eller kallare en kylig svensk höstdag än en het ökendag?;Kylig svensk höstdag;Het ökendag;10;45;°C;Hur många grader skiljer det?
Faller det mer eller mindre regn på ett år i en svensk stad än i en regnskog?;Svensk stad;Regnskog;600;3500;millimeter;Hur många millimeter skiljer det?
Bär ett vanligt regnmoln mer eller mindre vatten än ett litet sommarmoln?;Vanligt regnmoln;Litet sommarmoln;500000;500;kilo;Hur många kilo skiljer det?
Blåser det mer eller mindre i en svag vind än i en måttlig vind?;Svag vind;Måttlig vind;8;28;km/h;Hur många km/h skiljer det?
Åskar det fler eller färre dagar om året i åskrika Centralafrika än i soliga Florida?;Centralafrika;Florida;240;90;dagar;Hur många dagar skiljer det?
Är det varmare eller kallare en kall vinterdag i fjällen än i ögat på en orkan?;Kall vinterdag i fjällen;Öga på en orkan;8;28;°C;Hur många grader skiljer det?
Faller det mer eller mindre regn under en hel vanlig regnig dag än under ett skyfall på en timme?;Vanlig regnig dag;Skyfall på en timme;12;50;millimeter;Hur många millimeter skiljer det?
Innehåller ett helt snötäcke i en trädgård fler eller färre snöflingor än en enda snöflinga?;Helt snötäcke i en trädgård;Vanlig snöflinga;1000000;1;antal;Hur många snöflingor skiljer det?
Är världens högsta snögubbe högre eller lägre än en vanlig snögubbe i trädgården?;Världens högsta snögubbe;Vanlig snögubbe i trädgården;37;1,5;meter;Hur många meter skiljer det?
Väger ett stort hagelkorn mer eller mindre än en vanlig regndroppe?;Stort hagelkorn;Vanlig regndroppe;30;0,2;gram;Hur många gram skiljer det?
Blåser det mer eller mindre under ett kraftigt snöoväder än en alldeles vindstilla dag?;Kraftigt snöoväder;Vindstilla dag;120;3;km/h;Hur många km/h skiljer det?
Faller en snöflinga snabbare eller långsammare mot marken än ett hagelkorn?;Snöflinga;Hagelkorn;3;90;km/h;Hur många km/h skiljer det?
Är en vanlig regndroppe bredare eller smalare än det största hagelkorn som uppmätts?;Vanlig regndroppe;Största uppmätta hagelkornet;0,5;20;centimeter;Hur många centimeter skiljer det?
Är en vanlig vattenpöl på gården djupare eller grundare än vattnet på en översvämmad gata?;Vanlig vattenpöl;Översvämmad gata;2;200;centimeter;Hur många centimeter skiljer det?
Har ett sommardygn i Kiruna fler eller färre ljusa timmar än ett vinterdygn i Kiruna?;Sommardygn i Kiruna;Vinterdygn i Kiruna;24;0;timmar;Hur många timmar skiljer det?
Syns den längsta regnbåge som setts under fler eller färre minuter än en helt vanlig regnbåge?;Längsta regnbågen som setts;Vanlig regnbåge;540;10;minuter;Hur många minuter skiljer det?
Blåser det mer eller mindre i en tornado än i en lätt sommarbris?;Tornado;Lätt sommarbris;480;8;km/h;Hur många km/h skiljer det?
Är snödjupet en vanlig vinter större eller mindre uppe i fjällen än nere i Skåne?;Fjällen en vanlig vinter;Skåne en vanlig vinter;150;25;centimeter;Hur många centimeter skiljer det?
Blåser det mer eller mindre i en lätt bris än i en kuling?;Lätt bris;Kuling;18;70;km/h;Hur många km/h skiljer det?
Lyser solen fler eller färre timmar om året i Sverige än i Egypten?;Sverige;Egypten;1800;3800;timmar;Hur många timmar skiljer det?
Åskar det fler eller färre dagar om året i Florida än i åskrika Indonesien?;Florida;Indonesien;90;320;dagar;Hur många dagar skiljer det?
Är det varmare eller kallare under en svensk värmebölja än en mild vårdag?;Svensk värmebölja;Mild vårdag;40;10;°C;Hur många grader skiljer det?
Blåser det mer eller mindre i en kraftig vindby under en storm än i en frisk vind?;Vindby under storm;Frisk vind;110;30;km/h;Hur många km/h skiljer det?
Är en liten istapp på fönsterblecket längre eller kortare än en stor istapp på ett hustak?;Liten istapp på fönsterblecket;Stor istapp på hustaket;30;120;centimeter;Hur många centimeter skiljer det?
Når ett högt åskmoln högre eller lägre upp i luften än ett lågt regnmoln?;Högt åskmoln;Lågt regnmoln;13000;2500;meter;Hur många meter skiljer det?
Är snödjupet en vanlig vinter större eller mindre i Göteborg än i Kiruna?;Göteborg en vanlig vinter;Kiruna en vanlig vinter;18;90;centimeter;Hur många centimeter skiljer det?
Är det varmare eller kallare en svensk sommardag än en het dag i Sahara?;Svensk sommardag;Het dag i Sahara;15;50;°C;Hur många grader skiljer det?
Regnar det fler eller färre dagar om året i Bergen än i soliga Madrid?;Bergen;Madrid;240;60;dagar;Hur många dagar skiljer det?
Är ett ärtstort hagelkorn större eller mindre än ett golfbollsstort hagelkorn?;Ärtstort hagelkorn;Golfbollsstort hagelkorn;1;4;centimeter;Hur många centimeter skiljer det?
Lyser solen fler eller färre timmar om året i Reykjavik än i soliga Phoenix?;Reykjavik;Phoenix;1250;4000;timmar;Hur många timmar skiljer det?
Faller det mer eller mindre snö under ett rekorddygn än vid ett vanligt snöfall på en dag?;Rekorddygn med snö;Vanligt snöfall på en dag;100;15;centimeter;Hur många centimeter skiljer det?
Ser man längre eller kortare bort i ett lätt dis än under en klar solig dag?;Lätt dis;Klar solig dag;5000;30000;meter;Hur många meter skiljer det?
Är det varmare eller kallare en kväll i öknen än mitt på dagen i öknen?;Ökenkväll;Ökendag;20;48;°C;Hur många grader skiljer det?
Väger en fotboll mer eller mindre än en basketboll?;Fotboll;Basketboll;430;620;gram;Hur många gram skiljer det?
Väger ett mjölkpaket mer eller mindre än en halvliters vattenflaska?;Mjölkpaket;Halvliters vattenflaska;1000;500;gram;Hur många gram skiljer det?
Väger en mobiltelefon mer eller mindre än en bok?;Mobiltelefon;Bok;180;400;gram;Hur många gram skiljer det?
Är en tvättmaskin högre eller lägre än ett kylskåp?;Tvättmaskin;Kylskåp;85;180;centimeter;Hur många centimeter skiljer det?
Väger ett strykjärn mer eller mindre än en kaffekopp?;Strykjärn;Kaffekopp;1200;300;gram;Hur många gram skiljer det?
Väger en sparkcykel mer eller mindre än en cykel?;Sparkcykel;Cykel;4;14;kilo;Hur många kilo skiljer det?
Är ett kylskåp högre eller lägre än en köksstol?;Kylskåp;Köksstol;180;90;centimeter;Hur många centimeter skiljer det?
Väger en tegelsten mer eller mindre än ett mjölkpaket?;Tegelsten;Mjölkpaket;3500;1000;gram;Hur många gram skiljer det?
Är en gitarr längre eller kortare än en tandborste?;Gitarr;Tandborste;100;19;centimeter;Hur många centimeter skiljer det?
Väger en tvättmaskin mer eller mindre än en mikrovågsugn?;Tvättmaskin;Mikrovågsugn;70;12;kilo;Hur många kilo skiljer det?
Väger en tallrik mer eller mindre än en stekpanna?;Tallrik;Stekpanna;250;1000;gram;Hur många gram skiljer det?
Väger en vattenmelon mer eller mindre än ett päron?;Vattenmelon;Päron;7000;170;gram;Hur många gram skiljer det?
Är en vante längre eller kortare än en halsduk?;Vante;Halsduk;25;150;centimeter;Hur många centimeter skiljer det?
Är en lyktstolpe högre eller lägre än en dörr?;Lyktstolpe;Dörr;800;200;centimeter;Hur många centimeter skiljer det?
Väger en volleyboll mer eller mindre än ett bowlingklot?;Volleyboll;Bowlingklot;270;6000;gram;Hur många gram skiljer det?
Är en sparkcykel högre eller lägre än en lyktstolpe?;Sparkcykel;Lyktstolpe;90;800;centimeter;Hur många centimeter skiljer det?
Väger ett äpple mer eller mindre än en vattenflaska?;Äpple;Vattenflaska;180;530;gram;Hur många gram skiljer det?
Väger en cykel mer eller mindre än en gås?;Cykel;Gås;14000;5000;gram;Hur många gram skiljer det?
Väger en mikrovågsugn mer eller mindre än en mobiltelefon?;Mikrovågsugn;Mobiltelefon;12000;180;gram;Hur många gram skiljer det?
Är en dörr högre eller lägre än en köksstol?;Dörr;Köksstol;200;90;centimeter;Hur många centimeter skiljer det?
Väger en bok mer eller mindre än en tegelsten?;Bok;Tegelsten;400;3500;gram;Hur många gram skiljer det?
Väger en resväska mer eller mindre än en necessär?;Resväska;Necessär;3500;300;gram;Hur många gram skiljer det?
Väger ett kylskåp mer eller mindre än ett suddgummi?;Kylskåp;Suddgummi;60000;4;gram;Hur många gram skiljer det?
Är en penna längre eller kortare än en sked?;Penna;Sked;15;19;centimeter;Hur många centimeter skiljer det?
Är en gaffel längre eller kortare än en kniv?;Gaffel;Kniv;20;24;centimeter;Hur många centimeter skiljer det?
Är en säng längre eller kortare än en penna?;Säng;Penna;200;15;centimeter;Hur många centimeter skiljer det?
Är en soffa längre eller kortare än ett suddgummi?;Soffa;Suddgummi;200;4;centimeter;Hur många centimeter skiljer det?
Väger en dammsugare mer eller mindre än en hårborste?;Dammsugare;Hårborste;6000;80;gram;Hur många gram skiljer det?
Är ett paraply längre eller kortare än en linjal?;Paraply;Linjal;90;30;centimeter;Hur många centimeter skiljer det?
Väger en hammare mer eller mindre än en spik?;Hammare;Spik;500;5;gram;Hur många gram skiljer det?
Väger en kudde mer eller mindre än en madrass?;Kudde;Madrass;800;15000;gram;Hur många gram skiljer det?
Väger en tvål mer eller mindre än en schampoflaska?;Tvål;Schampoflaska;100;400;gram;Hur många gram skiljer det?
Väger en mugg mer eller mindre än en hink?;Mugg;Hink;300;1200;gram;Hur många gram skiljer det?
Är en kam längre eller kortare än en handduk?;Kam;Handduk;18;100;centimeter;Hur många centimeter skiljer det?
Är ett bord längre eller kortare än en fjärrkontroll?;Bord;Fjärrkontroll;120;18;centimeter;Hur många centimeter skiljer det?
Väger en laptop mer eller mindre än en surfplatta?;Laptop;Surfplatta;1500;500;gram;Hur många gram skiljer det?
Väger ett par hörlurar mer eller mindre än en ryggsäck?;Hörlurar;Ryggsäck;250;800;gram;Hur många gram skiljer det?
Väger en skolväska mer eller mindre än en pennvässare?;Skolväska;Pennvässare;1200;20;gram;Hur många gram skiljer det?
Väger en vattenkokare mer eller mindre än en brödrost?;Vattenkokare;Brödrost;1000;1500;gram;Hur många gram skiljer det?
Väger ett glas mer eller mindre än en kastrull?;Glas;Kastrull;200;900;gram;Hur många gram skiljer det?
Är en fåtölj högre eller lägre än en pall?;Fåtölj;Pall;90;45;centimeter;Hur många centimeter skiljer det?
Är en bokhylla högre eller lägre än en spegel?;Bokhylla;Spegel;200;120;centimeter;Hur många centimeter skiljer det?
Är en matta längre eller kortare än en gardin?;Matta;Gardin;200;280;centimeter;Hur många centimeter skiljer det?
Är en blomkruka högre eller lägre än en mugg?;Blomkruka;Mugg;25;12;centimeter;Hur många centimeter skiljer det?
Är en pulka längre eller kortare än en kälke?;Pulka;Kälke;90;100;centimeter;Hur många centimeter skiljer det?
Väger ett par skridskor mer eller mindre än en spik?;Skridskor;Spik;800;5;gram;Hur många gram skiljer det?
Är en linjal längre eller kortare än en kvast?;Linjal;Kvast;30;130;centimeter;Hur många centimeter skiljer det?
Väger en väggklocka mer eller mindre än ett armbandsur?;Väggklocka;Armbandsur;800;50;gram;Hur många gram skiljer det?
Väger en nyckel mer eller mindre än en plånbok?;Nyckel;Plånbok;15;150;gram;Hur många gram skiljer det?
Är en sax längre eller kortare än en häftapparat?;Sax;Häftapparat;21;18;centimeter;Hur många centimeter skiljer det?
Är en visp längre eller kortare än en slev?;Visp;Slev;30;33;centimeter;Hur många centimeter skiljer det?
